year	county	totalpop	totalto	turnout	totalvr	votecenter	cumulative	election	constitutional	midterm	presidential	median_inc	bachelor_higher	Election	County	medianinc_rec	totalpop_rec
2015	"Calhoun"	21452	1674	0.1347826	12420	0	0	"Constitutional"	1	0	0	51078	0.162	1	29	5.1078	0.021452
2010	"Milam"	24757	5991	0.4193029	14288	0	0	"Midterm/Gubernatorial"	0	1	0	39035	0.135	2	166	3.9035	0.024757
2012	"Somervell"	8789	3539	0.6424034	5509	0	0	"Presidential"	0	0	1	51618	0.303	3	213	5.1618	0.008789
2015	"Haskell"	5716	292	0.0883243	3306	0	0	"Constitutional"	1	0	0	39850	0.147	1	104	3.985	0.005716
2012	"Hockley"	23111	7145	0.542027	13182	0	0	"Presidential"	0	0	1	51054	0.189	3	110	5.1054	0.023111
2018	"Sherman"	3177	822	0.5355049	1535	0	0	"Midterm/Gubernatorial"	0	1	0	57585	0.21	2	211	5.7585	0.003177
2013	"Newton"	14525	448	0.0512527	8741	0	0	"Constitutional"	1	0	0	37246	0.075	1	176	3.7246	0.014525
2012	"Kleberg"	32362	9013	0.5450862	16535	0	0	"Presidential"	0	0	1	38058	0.225	3	137	3.8058	0.032362
2012	"Garza"	6540	1560	0.5631769	2770	0	0	"Presidential"	0	0	1	41750	0.107	3	85	4.175	0.00654
2013	"Trinity"	14186	726	0.0673844	10774	0	0	"Constitutional"	1	0	0	34555	0.099	1	228	3.4555	0.014186
2014	"Throckmorton"	1657	535	0.4128087	1296	0	0	"Midterm/Gubernatorial"	0	1	0	40833	0.207	2	224	4.0833	0.001657
2012	"Ector"	143141	33254	0.5151346	64554	0	0	"Presidential"	0	0	1	50851	0.132	3	68	5.0851	0.143141
2014	"Somervell"	8778	2255	0.3879904	5812	0	0	"Midterm/Gubernatorial"	0	1	0	51190	0.27	2	213	5.119	0.008778
2018	"Leon"	17677	6589	0.59025353	11163	0	0	"Midterm/Gubernatorial"	0	1	0	43667	0.15	2	145	4.3667	0.017677
2013	"Runnels"	10300	619	0.0951283	6507	0	0	"Constitutional"	1	0	0	37667	0.149	1	200	3.7667	0.0103
2016	"Hale"	34932	9051	0.4648452	19471	0	0	"Presidential"	0	0	1	44995	0.158	3	95	4.4995	0.034932
2010	"Cameron"	406220	41363	0.2374714	174181	0	0	"Midterm/Gubernatorial"	0	1	0	31264	0.145	2	31	3.1264	0.40622
2013	"Refugio"	7282	472	0.0939678	5023	0	0	"Constitutional"	1	0	0	44548	0.112	1	196	4.4548	0.007282
2017	"Ochiltree"	10527	313	0.0608121	5147	0	0	"Constitutional"	1	0	0	50878	0.183	1	179	5.0878	0.010527
2009	"Hockley"	23086	1851	0.1369083	13520	0	0	"Constitutional"	1	0	0	45384	0.176	1	110	4.5384	0.023086
2012	"Newton"	14595	5869	0.7081323	8288	0	0	"Presidential"	0	0	1	38574	0.093	3	176	3.8574	0.014595
2011	"Childress"	7065	147	0.0416431	3530	0	0	"Constitutional"	1	0	0	47605	0.159	1	38	4.7605	0.007065
2012	"Stephens"	9693	3412	0.626745	5444	0	0	"Presidential"	0	0	1	38424	0.132	3	215	3.8424	0.009693
2014	"Hale"	34976	4375	0.2260515	19354	0	0	"Midterm/Gubernatorial"	0	1	0	42303	0.143	2	95	4.2303	0.034976
2018	"Kent"	833	337	0.57312924	588	0	0	"Midterm/Gubernatorial"	0	1	0	58938	0.24	2	132	5.8938	8.33E-4
2012	"Robertson"	17209	7305	0.6565112	11127	0	0	"Presidential"	0	0	1	40711	0.171	3	198	4.0711	0.017209
2011	"Lamar"	50190	369	0.0445491	8283	0	0	"Constitutional"	1	0	0	40050	0.167	1	140	4.005	0.05019
2011	"Limestone"	23716	884	0.0673473	13126	0	0	"Constitutional"	1	0	0	42851	0.119	1	147	4.2851	0.023716
2015	"San Augustine"	8564	478	0.0797597	5993	0	0	"Constitutional"	1	0	0	28275	0.108	1	203	2.8275	0.008564
2018	"Deaf Smith"	19345	1932	0.4958932	3896	0	0	"Midterm/Gubernatorial"	0	1	0	47323	0.17	2	60	4.7323	0.019345
2010	"Midland"	136872	27891	0.3886435	71765	0	0	"Midterm/Gubernatorial"	0	1	0	54945	0.239	2	165	5.4945	0.136872
2014	"Mills"	4977	1364	0.4034309	3381	0	0	"Midterm/Gubernatorial"	0	1	0	44241	0.239	2	167	4.4241	0.004977
2017	"Dawson"	13060	268	0.0375666	7134	0	0	"Constitutional"	1	0	0	45365	0.127	1	58	4.5365	0.01306
2013	"Clay"	10844	733	0.096384	7605	0	0	"Constitutional"	1	0	0	53776	0.182	1	39	5.3776	0.010844
2013	"Hardeman"	4024	170	0.0666144	2552	0	0	"Constitutional"	1	0	0	36377	0.186	1	99	3.6377	0.004024
2015	"Lavaca"	19694	1650	0.127798	12911	0	0	"Constitutional"	1	0	0	48677	0.159	1	143	4.8677	0.019694
2016	"Zapata"	14237	3194	0.4177894	7645	0	0	"Presidential"	0	0	1	36976	0.083	3	253	3.6976	0.014237
2018	"Delta"	4981	295802	0.5945888	497490	0	0	"Midterm/Gubernatorial"	0	1	0	87808	0.4	2	61	8.7808	0.004981
2013	"Chambers"	36774	1330	0.0550087	24178	0	0	"Constitutional"	1	0	0	72489	0.18	1	36	7.2489	0.036774
2014	"Reeves"	13967	1223	0.186689	6551	0	0	"Midterm/Gubernatorial"	0	1	0	44950	0.106	2	195	4.495	0.013967
2014	"Johnson"	159291	29284	0.3483122	84074	0	0	"Midterm/Gubernatorial"	0	1	0	58221	0.166	2	126	5.8221	0.159291
2011	"Terrell"	983	61	0.0685393	890	0	0	"Constitutional"	1	0	0	41417	0.188	1	222	4.1417	9.83E-4
2013	"Ochiltree"	10783	357	0.0701237	5091	0	0	"Constitutional"	1	0	0	49964	0.153	1	179	4.9964	0.010783
2016	"Freestone"	20131	7735	0.6447445	11997	0	0	"Presidential"	0	0	1	45134	0.115	3	81	4.5134	0.020131
2009	"Rains"	10956	613	0.0921943	6649	0	0	"Constitutional"	1	0	0	40873	0.121	1	190	4.0873	0.010956
2015	"Culberson"	2302	98	0.0580569	1688	0	0	"Constitutional"	1	0	0	35000	0.099	1	55	3.5	0.002302
2012	"Roberts"	953	514	0.7706147	667	0	0	"Presidential"	0	0	1	64688	0.368	3	197	6.4688	9.53E-4
2016	"Brown"	39080	14236	0.6078565	23420	0	0	"Presidential"	0	0	1	43235	0.185	3	25	4.3235	0.03908
2015	"Gregg"	126378	6326	0.0962818	65703	0	0	"Constitutional"	1	0	0	47639	0.205	1	92	4.7639	0.126378
2009	"Medina"	45605	2231	0.086634	25752	0	0	"Constitutional"	1	0	0	46348	0.188	1	163	4.6348	0.045605
2014	"Burleson"	17529	4212	0.3812455	11048	0	0	"Midterm/Gubernatorial"	0	1	0	49533	0.137	2	26	4.9533	0.017529
2017	"Bee"	33118	248	0.0160632	15439	0	0	"Constitutional"	1	0	0	45890	0.092	1	13	4.589	0.033118
2009	"Baylor"	3726	284	0.104952	2706	0	0	"Constitutional"	1	0	0	32569	0.218	1	12	3.2569	0.003726
2012	"Crane"	4497	1284	0.5426881	2366	0	0	"Presidential"	0	0	1	49974	0.139	3	52	4.9974	0.004497
2009	"Castro"	7856	425	0.1008065	4216	0	0	"Constitutional"	1	0	0	34849	0.147	1	35	3.4849	0.007856
2014	"Schleicher"	3424	860	0.4704595	1828	0	0	"Midterm/Gubernatorial"	0	1	0	44643	0.204	2	207	4.4643	0.003424
2017	"Edwards"	1855	85	0.0580998	1463	0	0	"Constitutional"	1	0	0	49231	0.206	1	69	4.9231	0.001855
2013	"San Augustine"	8906	1660	0.2757475	6020	0	0	"Constitutional"	1	0	0	28390	0.124	1	203	2.839	0.008906
2010	"Val Verde"	48879	7205	0.2596022	27754	0	0	"Midterm/Gubernatorial"	0	1	0	36993	0.158	2	233	3.6993	0.048879
2015	"Scurry"	17618	806	0.0871917	9244	0	0	"Constitutional"	1	0	0	56842	0.153	1	208	5.6842	0.017618
2009	"Jim Wells"	40633	1512	0.0590533	25604	0	0	"Constitutional"	1	0	0	32816	0.097	1	125	3.2816	0.040633
2013	"Brewster"	9274	328	0.050199	6534	0	0	"Constitutional"	1	0	0	40477	0.361	1	22	4.0477	0.009274
2017	"Cameron"	423863	4980	0.0250158	199074	0	0	"Constitutional"	1	0	0	36077	0.172	1	31	3.6077	0.423863
2012	"Kinney"	3725	1426	0.6146552	2320	0	0	"Presidential"	0	0	1	34083	0.16	3	136	3.4083	0.003725
2017	"Gillespie"	27167	1873	0.1002945	18675	0	0	"Constitutional"	1	0	0	56370	0.334	1	86	5.637	0.027167
2016	"Donley"	3463	1465	0.6336505	2312	0	0	"Presidential"	0	0	1	40560	0.165	3	65	4.056	0.003463
2010	"McMullen"	707	315	0.4297408	733	0	0	"Midterm/Gubernatorial"	0	1	0	41453	0.105	2	162	4.1453	7.07E-4
2017	"Blanco"	11515	306	0.0379511	8063	0	0	"Constitutional"	1	0	0	60755	0.285	1	16	6.0755	0.011515
2016	"Cherokee"	52278	16790	0.6042829	27785	0	0	"Presidential"	0	0	1	40769	0.174	3	37	4.0769	0.052278
2014	"Hemphill"	4089	830	0.3635567	2283	0	0	"Midterm/Gubernatorial"	0	1	0	58281	0.222	2	106	5.8281	0.004089
2014	"Sutton"	4090	753	0.3019246	2494	0	0	"Midterm/Gubernatorial"	0	1	0	48986	0.178	2	218	4.8986	0.00409
2012	"Brewster"	9374	3908	0.6000307	6513	0	0	"Presidential"	0	0	1	40086	0.354	3	22	4.0086	0.009374
2009	"Kenedy"	403	48	0.1395349	344	0	0	"Constitutional"	1	0	0	25417	0.199	1	131	2.5417	4.03E-4
2014	"Coleman"	8637	2240	0.3795967	5901	0	0	"Midterm/Gubernatorial"	0	1	0	34692	0.14	2	42	3.4692	0.008637
2011	"Winkler"	7139	119	0.033826	3518	0	0	"Constitutional"	1	0	0	44573	0.098	1	248	4.4573	0.007139
2018	"Hardeman"	3982	1162	0.47254983	2459	0	0	"Midterm/Gubernatorial"	0	1	0	43258	0.15	2	99	4.3258	0.003982
2009	"Hutchinson"	22184	933	0.0643759	14493	0	0	"Constitutional"	1	0	0	41703	0.142	1	117	4.1703	0.022184
2011	"Hamilton"	8585	452	0.0844544	5352	0	0	"Constitutional"	1	0	0	40757	0.222	1	97	4.0757	0.008585
2011	"Anderson"	58727	1700	0.0660297	25746	0	0	"Constitutional"	1	0	0	40577	0.115	1	1	4.0577	0.058727
2017	"Cottle"	1439	53	0.0505725	1048	0	0	"Constitutional"	1	0	0	44038	0.167	1	51	4.4038	0.001439
2010	"Waller"	43205	10439	0.3375804	30923	0	0	"Midterm/Gubernatorial"	0	1	0	47324	0.196	2	237	4.7324	0.043205
2009	"Kent"	793	112	0.1769352	633	0	0	"Constitutional"	1	0	0	38092	0.18	1	132	3.8092	7.93E-4
2011	"Martin"	4817	180	0.0614754	2928	0	0	"Constitutional"	1	0	0	42050	0.122	1	156	4.205	0.004817
2012	"Navarro"	48510	15462	0.5776732	26766	0	0	"Presidential"	0	0	1	41511	0.165	3	175	4.1511	0.04851
2012	"Kent"	835	405	0.6606852	613	0	0	"Presidential"	0	0	1	38750	0.209	3	132	3.875	8.35E-4
2018	"Anderson"	57103	14736	0.51728857	28487	0	0	"Midterm/Gubernatorial"	0	1	0	46571	0.13	2	1	4.6571	0.057103
2012	"Shackelford"	3411	1366	0.5923677	2306	0	0	"Presidential"	0	0	1	46181	0.226	3	209	4.6181	0.003411
2017	"Hutchinson"	21658	671	0.0499851	13424	0	0	"Constitutional"	1	0	0	51096	0.137	1	117	5.1096	0.021658
2009	"Kleberg"	31876	1000	0.0563698	17740	0	0	"Constitutional"	1	0	0	34652	0.199	1	137	3.4652	0.031876
2009	"Hall"	3343	218	0.1040076	2096	0	0	"Constitutional"	1	0	0	29032	0.132	1	96	2.9032	0.003343
2011	"Atascosa"	46363	611	0.0262762	23253	0	0	"Constitutional"	1	0	0	43261	0.121	1	7	4.3261	0.046363
2012	"Lamar"	50461	17294	0.6150946	28116	0	0	"Presidential"	0	0	1	39630	0.158	3	140	3.963	0.050461
2014	"Rockwall"	87342	21089	0.4070843	51805	0	0	"Midterm/Gubernatorial"	0	1	0	86597	0.367	2	199	8.6597	0.087342
2016	"Gonzales"	20557	6349	0.5174409	12270	0	0	"Presidential"	0	0	1	46630	0.137	3	89	4.663	0.020557
2014	"Shackelford"	3383	815	0.3523563	2313	0	0	"Midterm/Gubernatorial"	0	1	0	50857	0.243	2	209	5.0857	0.003383
2012	"Jones"	20411	5619	0.5746574	9778	0	0	"Presidential"	0	0	1	38896	0.095	3	127	3.8896	0.020411
2013	"Bosque"	18454	1260	0.1078582	11682	0	0	"Constitutional"	1	0	0	44742	0.154	1	18	4.4742	0.018454
2014	"De Witt"	20952	4049	0.339169	11938	0	0	"Midterm/Gubernatorial"	0	1	0	48082	0.133	2	59	4.8082	0.020952
2018	"Brooks"	7107	1923	0.32911175	5843	0	0	"Midterm/Gubernatorial"	0	1	0	24978	0.15	2	24	2.4978	0.007107
2012	"Crockett"	3758	1462	0.5774091	2532	0	0	"Presidential"	0	0	1	49850	0.096	3	53	4.985	0.003758
2014	"Denton"	745172	144036	0.3524239	408701	0	0	"Midterm/Gubernatorial"	0	1	0	74662	0.41	2	62	7.4662	0.745172
2012	"Wise"	60848	21106	0.6036149	34966	0	0	"Presidential"	0	0	1	55492	0.159	3	249	5.5492	0.060848
2009	"Zavala"	11544	207	0.0261496	7916	0	0	"Constitutional"	1	0	0	22964	0.075	1	254	2.2964	0.011544
2009	"Comanche"	13912	1034	0.1149017	8999	0	0	"Constitutional"	1	0	0	34068	0.161	1	47	3.4068	0.013912
2013	"Brooks"	7292	130	0.020265	6415	0	0	"Constitutional"	1	0	0	21865	0.108	1	24	2.1865	0.007292
2015	"Somervell"	8891	791	0.1379491	5734	0	0	"Constitutional"	1	0	0	51912	0.227	1	213	5.1912	0.008891
2011	"Sterling"	1158	78	0.0936375	833	0	0	"Constitutional"	1	0	0	41944	0.18	1	216	4.1944	0.001158
2011	"Bailey"	7264	138	0.0409253	3372	0	0	"Constitutional"	1	0	0	41106	0.191	1	9	4.1106	0.007264
2010	"Sherman"	3034	662	0.4584488	1444	0	0	"Midterm/Gubernatorial"	0	1	0	50069	0.191	2	211	5.0069	0.003034
2015	"Motley"	1104	169	0.2046005	826	0	0	"Constitutional"	1	0	0	31683	0.172	1	173	3.1683	0.001104
2011	"Bee"	32310	363	0.0253598	14314	0	0	"Constitutional"	1	0	0	39247	0.087	1	13	3.9247	0.03231
2011	"Reagan"	3388	74	0.0424069	1745	0	0	"Constitutional"	1	0	0	58491	0.098	1	192	5.8491	0.003388
2010	"Denton"	662614	131307	0.3601488	364591	0	0	"Midterm/Gubernatorial"	0	1	0	70622	0.395	2	62	7.0622	0.662614
2009	"Brazoria"	309236	16679	0.1000204	166756	0	0	"Constitutional"	1	0	0	62570	0.253	1	20	6.257	0.309236
2014	"King"	293	94	0.5053763	186	0	0	"Midterm/Gubernatorial"	0	1	0	54583	0.224	2	135	5.4583	2.93E-4
2014	"Harris"	4400000	680934	0.3242543	2100000	0	0	"Midterm/Gubernatorial"	0	1	0	53822	0.29	2	101	5.3822	4.4
2017	"Trinity"	14495	384	0.0335371	11450	0	0	"Constitutional"	1	0	0	39235	0.117	1	228	3.9235	0.014495
2010	"Hall"	3353	762	0.3574109	2132	0	0	"Midterm/Gubernatorial"	0	1	0	29219	0.152	2	96	2.9219	0.003353
2018	"Tarrant"	2008613	627894	0.5593227	1122597	0	0	"Midterm/Gubernatorial"	0	1	0	69977	0.32	2	220	6.9977	2.008613
2013	"Wilson"	45680	2692	0.0967336	27829	0	0	"Constitutional"	1	0	0	64571	0.18	1	247	6.4571	0.04568
2010	"Jim Hogg"	5300	1069	0.2773022	3855	0	0	"Midterm/Gubernatorial"	0	1	0	40000	0.124	2	124	4.0	0.0053
2011	"Wood"	42141	2258	0.0866761	26051	0	0	"Constitutional"	1	0	0	41260	0.165	1	250	4.126	0.042141
2014	"Shelby"	26120	5627	0.3858338	14584	0	0	"Midterm/Gubernatorial"	0	1	0	36250	0.138	2	210	3.625	0.02612
2015	"Zavala"	12255	235	0.0273765	8584	0	0	"Constitutional"	1	0	0	26672	0.09	1	254	2.6672	0.012255
2010	"Upton"	3355	831	0.3910588	2125	0	0	"Midterm/Gubernatorial"	0	1	0	49234	0.127	2	231	4.9234	0.003355
2013	"Childress"	7047	270	0.0777202	3474	0	0	"Constitutional"	1	0	0	47532	0.186	1	38	4.7532	0.007047
2015	"Sabine"	11261	773	0.1054426	7331	0	0	"Constitutional"	1	0	0	31307	0.12	1	202	3.1307	0.011261
2016	"Carson"	6098	2991	0.6928422	4317	0	0	"Presidential"	0	0	1	64554	0.264	3	33	6.4554	0.006098
2017	"Llano"	20056	1460	0.0977308	14939	0	0	"Constitutional"	1	0	0	50282	0.266	1	150	5.0282	0.020056
2014	"Kendall"	39015	11945	0.446826	26733	0	0	"Midterm/Gubernatorial"	0	1	0	74320	0.407	2	130	7.432	0.039015
2012	"Austin"	28837	11752	0.6619726	17753	0	0	"Presidential"	0	0	1	51340	0.186	3	8	5.134	0.028837
2009	"Montgomery"	445836	21749	0.0905213	240264	0	0	"Constitutional"	1	0	0	64971	0.287	1	170	6.4971	0.445836
2009	"Irion"	1587	194	0.1543357	1257	0	0	"Constitutional"	1	0	0	43536	0.123	1	118	4.3536	0.001587
2013	"Schleicher"	3439	227	0.1307604	1736	0	0	"Constitutional"	1	0	0	50648	0.219	1	207	5.0648	0.003439
2010	"Nolan"	15216	3486	0.396587	8790	0	0	"Midterm/Gubernatorial"	0	1	0	37102	0.171	2	177	3.7102	0.015216
2011	"Wilson"	44538	1026	0.0388681	26397	0	0	"Constitutional"	1	0	0	62689	0.188	1	247	6.2689	0.044538
2009	"Caldwell"	37829	1795	0.0894771	20061	0	0	"Constitutional"	1	0	0	41387	0.137	1	28	4.1387	0.037829
2017	"Hardeman"	3926	141	0.057858	2437	0	0	"Constitutional"	1	0	0	40809	0.144	1	99	4.0809	0.003926
2017	"Montgomery"	575345	12740	0.0403537	315708	0	0	"Constitutional"	1	0	0	75259	0.337	1	170	7.5259	0.575345
2011	"Wilbarger"	13506	438	0.0552612	7926	0	0	"Constitutional"	1	0	0	40050	0.179	1	244	4.005	0.013506
2011	"Bosque"	18356	727	0.0628838	11561	0	0	"Constitutional"	1	0	0	44744	0.145	1	18	4.4744	0.018356
2013	"Garza"	6510	213	0.0789181	2699	0	0	"Constitutional"	1	0	0	47540	0.095	1	85	4.754	0.00651
2011	"Scurry"	16983	358	0.0394056	9085	0	0	"Constitutional"	1	0	0	46380	0.158	1	208	4.638	0.016983
2010	"Cass"	30464	7289	0.4005165	18199	0	0	"Midterm/Gubernatorial"	0	1	0	36360	0.129	2	34	3.636	0.030464
2013	"Rockwall"	85050	3260	0.0660949	49323	0	0	"Constitutional"	1	0	0	86119	0.365	1	199	8.6119	0.08505
2017	"Kerr"	51848	1682	0.0488046	34464	0	0	"Constitutional"	1	0	0	50233	0.259	1	133	5.0233	0.051848
2014	"Nolan"	14947	2692	0.3145962	8557	0	0	"Midterm/Gubernatorial"	0	1	0	37342	0.129	2	177	3.7342	0.014947
2018	"Stephens"	10966	2968	0.53256774	5573	0	0	"Midterm/Gubernatorial"	0	1	0	47215	0.17	2	215	4.7215	0.010966
2009	"Terry"	12550	513	0.0678841	7557	0	0	"Constitutional"	1	0	0	34310	0.124	1	223	3.431	0.01255
2010	"Limestone"	23384	5580	0.3997994	13957	0	0	"Midterm/Gubernatorial"	0	1	0	42140	0.12	2	147	4.214	0.023384
2017	"Karnes"	15333	643	0.0827329	7772	0	0	"Constitutional"	1	0	0	57383	0.137	1	128	5.7383	0.015333
2012	"Red River"	12850	5127	0.6745165	7601	0	0	"Presidential"	0	0	1	34430	0.123	3	194	3.443	0.01285
2015	"Tyler"	22187	1588	0.1225403	12959	0	0	"Constitutional"	1	0	0	41360	0.112	1	229	4.136	0.022187
2017	"Mills"	5015	269	0.0791409	3399	0	0	"Constitutional"	1	0	0	45946	0.23	1	167	4.5946	0.005015
2016	"Sabine"	11060	4645	0.6026989	7707	0	0	"Presidential"	0	0	1	32500	0.129	3	202	3.25	0.01106
2013	"Brazoria"	330385	14764	0.0833357	177163	0	0	"Constitutional"	1	0	0	67603	0.275	1	20	6.7603	0.330385
2013	"Menard"	2279	128	0.0857334	1493	0	0	"Constitutional"	1	0	0	31215	0.188	1	164	3.1215	0.002279
2014	"Karnes"	15559	2589	0.3312436	7816	0	0	"Midterm/Gubernatorial"	0	1	0	44650	0.124	2	128	4.465	0.015559
2017	"Anderson"	57704	1078	0.0388987	27713	0	0	"Constitutional"	1	0	0	46862	0.124	1	1	4.6862	0.057704
2015	"Winkler"	7886	228	0.0629834	3620	0	0	"Constitutional"	1	0	0	55756	0.111	1	248	5.5756	0.007886
2018	"Castro"	7384	1623	0.42243624	3842	0	0	"Midterm/Gubernatorial"	0	1	0	47317	0.14	2	35	4.7317	0.007384
2009	"Parker"	115802	7400	0.1035153	71487	0	0	"Constitutional"	1	0	0	61415	0.202	1	184	6.1415	0.115802
2010	"Menard"	2242	591	0.346831	1704	0	0	"Midterm/Gubernatorial"	0	1	0	40996	0.139	2	164	4.0996	0.002242
2012	"Hidalgo"	811904	141155	0.4965561	284268	0	0	"Presidential"	0	0	1	33218	0.156	3	108	3.3218	0.811904
2012	"Collingsworth"	3095	1148	0.6155496	1865	0	0	"Presidential"	0	0	1	41940	0.202	3	44	4.194	0.003095
2018	"Mills"	5002	2004	0.5849387	3426	0	0	"Midterm/Gubernatorial"	0	1	0	47902	0.23	2	167	4.7902	0.005002
2012	"Live Oak"	11993	4138	0.5900471	7013	0	0	"Presidential"	0	0	1	42182	0.131	3	149	4.2182	0.011993
2017	"Lipscomb"	3351	299	0.1503268	1989	0	0	"Constitutional"	1	0	0	60761	0.188	1	148	6.0761	0.003351
2011	"Rockwall"	81204	1716	0.0381045	45034	0	0	"Constitutional"	1	0	0	82146	0.358	1	199	8.2146	0.081204
2015	"Live Oak"	12057	653	0.0938623	6957	0	0	"Constitutional"	1	0	0	50400	0.127	1	149	5.04	0.012057
2013	"Comanche"	14047	699	0.0826339	8459	0	0	"Constitutional"	1	0	0	36020	0.189	1	47	3.602	0.014047
2011	"Polk"	45605	1707	0.0479185	35623	0	0	"Constitutional"	1	0	0	36073	0.111	1	187	3.6073	0.045605
2010	"Lee"	16612	4303	0.4524235	9511	0	0	"Midterm/Gubernatorial"	0	1	0	46986	0.145	2	144	4.6986	0.016612
2013	"Montague"	19947	1175	0.0929736	12638	0	0	"Constitutional"	1	0	0	44231	0.166	1	169	4.4231	0.019947
2014	"Van Zandt"	53925	12005	0.3478097	34516	0	0	"Midterm/Gubernatorial"	0	1	0	42579	0.149	2	234	4.2579	0.053925
2010	"La Salle"	6886	855	0.2114766	4043	0	0	"Midterm/Gubernatorial"	0	1	0	30144	0.081	2	139	3.0144	0.006886
2018	"San Saba"	6091	2069	0.55365264	3737	0	0	"Midterm/Gubernatorial"	0	1	0	40932	0.16	2	206	4.0932	0.006091
2014	"Hays"	183728	39688	0.372196	106632	0	0	"Midterm/Gubernatorial"	0	1	0	58878	0.368	2	105	5.8878	0.183728
2016	"Stephens"	9882	3457	0.6033159	5730	0	0	"Presidential"	0	0	1	45217	0.169	3	215	4.5217	0.009882
2017	"Liberty"	81652	907	0.0211259	42933	0	0	"Constitutional"	1	0	0	50713	0.093	1	146	5.0713	0.081652
2018	"Robertson"	18090	6268	0.5378411	11654	0	0	"Midterm/Gubernatorial"	0	1	0	59357	0.13	2	198	5.9357	0.01809
2013	"Wise"	61558	2256	0.0641273	35180	0	0	"Constitutional"	1	0	0	56005	0.161	1	249	5.6005	0.061558
2012	"Refugio"	7433	2743	0.5414528	5066	0	0	"Presidential"	0	0	1	42589	0.1	3	196	4.2589	0.007433
2012	"Hardin"	55820	21476	0.6231973	34461	0	0	"Presidential"	0	0	1	54275	0.15	3	100	5.4275	0.05582
2011	"Ochiltree"	10377	449	0.0915392	4905	0	0	"Constitutional"	1	0	0	49794	0.168	1	179	4.9794	0.010377
2012	"Smith"	216097	80158	0.6724495	119203	0	0	"Presidential"	0	0	1	47312	0.248	3	212	4.7312	0.216097
2015	"San Saba"	6283	395	0.1066703	3703	0	0	"Constitutional"	1	0	0	39040	0.145	1	206	3.904	0.006283
2011	"Foard"	1346	44	0.0395328	1113	0	0	"Constitutional"	1	0	0	31006	0.211	1	78	3.1006	0.001346
2010	"Oldham"	2052	699	0.4867688	1436	0	0	"Midterm/Gubernatorial"	0	1	0	51111	0.298	2	180	5.1111	0.002052
2017	"El Paso"	845787	6958	0.0676039	102923	0	0	"Constitutional"	1	0	0	44056	0.222	1	70	4.4056	0.845787
2010	"Mason"	4012	1455	0.5082082	2863	0	0	"Midterm/Gubernatorial"	0	1	0	38702	0.289	2	157	3.8702	0.004012
2011	"Montague"	19795	3009	0.239551	12561	0	0	"Constitutional"	1	0	0	43509	0.159	1	169	4.3509	0.019795
2009	"Deaf Smith"	19084	436	0.1257571	3467	0	0	"Constitutional"	1	0	0	38849	0.123	1	60	3.8849	0.019084
2014	"Ward"	11553	1986	0.31434	6318	0	0	"Midterm/Gubernatorial"	0	1	0	45938	0.128	2	238	4.5938	0.011553
2013	"Denton"	721022	1239	0.1056266	11730	0	0	"Constitutional"	1	0	0	74155	0.405	1	62	7.4155	0.721022
2017	"Upton"	3691	168	0.0800763	2098	0	0	"Constitutional"	1	0	0	61957	0.111	1	231	6.1957	0.003691
2013	"Montgomery"	497791	14736	0.055435	265825	0	0	"Constitutional"	1	0	0	67766	0.307	1	170	6.7766	0.497791
2018	"Limestone"	23962	6916	0.5077454	13621	0	0	"Midterm/Gubernatorial"	0	1	0	46763	0.13	2	147	4.6763	0.023962
2010	"Armstrong"	1901	669	0.4893928	1367	0	0	"Midterm/Gubernatorial"	0	1	0	60530	0.259	2	6	6.053	0.001901
2009	"Hamilton"	8527	832	0.1479374	5624	0	0	"Constitutional"	1	0	0	37796	0.225	1	97	3.7796	0.008527
2015	"Ellis"	162687	24549	0.0621961	394703	0	0	"Constitutional"	1	0	0	62465	0.212	1	71	6.2465	0.162687
2011	"La Salle"	7071	1456	0.0520614	27967	0	0	"Constitutional"	1	0	0	25313	0.06	1	139	2.5313	0.007071
2012	"Castro"	8167	2167	0.5522426	3924	0	0	"Presidential"	0	0	1	35301	0.136	3	35	3.5301	0.008167
2013	"Hutchinson"	21735	1138	0.085269	13346	0	0	"Constitutional"	1	0	0	44731	0.135	1	117	4.4731	0.021735
2011	"Cochran"	3110	98	0.0556818	1760	0	0	"Constitutional"	1	0	0	40513	0.124	1	40	4.0513	0.00311
2013	"Upshur"	40115	2330	0.0902821	25808	0	0	"Constitutional"	1	0	0	46600	0.133	1	230	4.66	0.040115
2015	"Hunt"	90112	5089	0.1050491	48444	0	0	"Constitutional"	1	0	0	45197	0.175	1	116	4.5197	0.090112
2010	"Bexar"	1700000	304462	0.3361109	905838	0	0	"Midterm/Gubernatorial"	0	1	0	47048	0.253	2	15	4.7048	1.7
2011	"McCulloch"	8323	609	0.1232295	4942	0	0	"Constitutional"	1	0	0	37861	0.184	1	160	3.7861	0.008323
2010	"Sutton"	4128	1158	0.4600715	2517	0	0	"Midterm/Gubernatorial"	0	1	0	56146	0.118	2	218	5.6146	0.004128
2017	"Chambers"	42685	1320	0.0485758	27174	0	0	"Constitutional"	1	0	0	79202	0.205	1	36	7.9202	0.042685
2012	"Randall"	126397	50341	0.6587325	76421	0	0	"Presidential"	0	0	1	57509	0.299	3	191	5.7509	0.126397
2011	"Zavala"	11794	137	0.0167298	8189	0	0	"Constitutional"	1	0	0	23952	0.096	1	254	2.3952	0.011794
