year	county	totalpop	totalto	turnout	totalvr	votecenter	cumulative	election	constitutional	midterm	presidential	median_inc	bachelor_higher	Election	County	medianinc_rec	totalpop_rec
2016	"Limestone"	24012	7828	0.5729761	13662	0	0	"Presidential"	0	0	1	37431	0.149	3	147	3.7431	0.024012
2015	"Mason"	4108	782	0.2762275	2831	0	0	"Constitutional"	1	0	0	37654	0.224	1	157	3.7654	0.004108
2016	"Harrison"	68716	26814	0.6033618	44441	0	0	"Presidential"	0	0	1	46230	0.177	3	102	4.623	0.068716
2009	"Roberts"	929	189	0.2632312	718	0	0	"Constitutional"	1	0	0	59097	0.362	1	197	5.9097	9.29E-4
2012	"Jim Wells"	42160	11167	0.4422749	25249	0	0	"Presidential"	0	0	1	40723	0.119	3	125	4.0723	0.04216
2018	"Runnels"	10316	3234	0.4832636	6692	0	0	"Midterm/Gubernatorial"	0	1	0	41783	0.2	2	200	4.1783	0.010316
2018	"Comanche"	13783	4610	0.5012504	9197	0	0	"Midterm/Gubernatorial"	0	1	0	46207	0.2	2	47	4.6207	0.013783
2017	"Panola"	23924	868	0.0538295	16125	0	0	"Constitutional"	1	0	0	53104	0.147	1	183	5.3104	0.023924
2017	"Webb"	276544	12052	0.0967154	124613	0	0	"Constitutional"	1	0	0	40348	0.174	1	240	4.0348	0.276544
2015	"Menard"	2310	437	0.2995202	1459	0	0	"Constitutional"	1	0	0	34464	0.174	1	164	3.4464	0.00231
2009	"Van Zandt"	52359	5458	0.1676496	32556	0	0	"Constitutional"	1	0	0	42271	0.125	1	234	4.2271	0.052359
2010	"Gray"	22535	4723	0.3529104	13383	0	0	"Midterm/Gubernatorial"	0	1	0	40442	0.122	2	90	4.0442	0.022535
2016	"Schleicher"	3172	1058	0.5800439	1824	0	0	"Presidential"	0	0	1	59766	0.191	3	207	5.9766	0.003172
2013	"Moore"	22123	549	0.0601446	9128	0	0	"Constitutional"	1	0	0	51181	0.132	1	171	5.1181	0.022123
2018	"Dallam"	7363	1115	0.36689702	3039	0	0	"Midterm/Gubernatorial"	0	1	0	47520	0.13	2	56	4.752	0.007363
2018	"Washington"	35667	13492	0.5802262	23253	0	0	"Midterm/Gubernatorial"	0	1	0	62671	0.26	2	239	6.2671	0.035667
2012	"Sutton"	4198	1499	0.6046793	2479	0	0	"Presidential"	0	0	1	62321	0.137	3	218	6.2321	0.004198
2010	"Motley"	1210	534	0.5920177	902	0	0	"Midterm/Gubernatorial"	0	1	0	34081	0.185	2	173	3.4081	0.00121
2013	"Colorado"	21514	923	0.0697973	13224	0	0	"Constitutional"	1	0	0	45146	0.169	1	45	4.5146	0.021514
2011	"Hardeman"	4101	150	0.0596421	2515	0	0	"Constitutional"	1	0	0	36568	0.175	1	99	3.6568	0.004101
2018	"Duval"	10951	4113	0.49098724	8377	0	0	"Midterm/Gubernatorial"	0	1	0	38354	0.09	2	66	3.8354	0.010951
2009	"Real"	3274	279	0.1156237	2413	0	0	"Constitutional"	1	0	0	29796	0.21	1	193	2.9796	0.003274
2018	"Caldwell"	41495	11481	0.48286158	23777	0	0	"Midterm/Gubernatorial"	0	1	0	55720	0.14	2	28	5.572	0.041495
2017	"Hudspeth"	3964	93	0.0510428	1822	0	0	"Constitutional"	1	0	0	27091	0.076	1	115	2.7091	0.003964
2013	"Rains"	11024	585	0.0882087	6632	0	0	"Constitutional"	1	0	0	44478	0.11	1	190	4.4478	0.011024
2017	"Loving"	81	17	0.1574074	108	0	0	"Constitutional"	1	0	0	82188	0.047	1	151	8.2188	8.1E-5
2009	"Kaufman"	101709	3341	0.0593966	56249	0	0	"Constitutional"	1	0	0	55857	0.15	1	129	5.5857	0.101709
2010	"Clay"	10752	3457	0.437097	7909	0	0	"Midterm/Gubernatorial"	0	1	0	50881	0.193	2	39	5.0881	0.010752
2017	"Terrell"	817	55	0.0814815	675	0	0	"Constitutional"	1	0	0	30938	0.173	1	222	3.0938	8.17E-4
2011	"Brown"	38341	1569	0.0723675	21681	0	0	"Constitutional"	1	0	0	39965	0.152	1	25	3.9965	0.038341
2015	"Willacy"	21662	573	0.0492734	11629	0	0	"Constitutional"	1	0	0	26495	0.083	1	245	2.6495	0.021662
2012	"Dimmit"	10655	2918	0.4243746	6876	0	0	"Presidential"	0	0	1	32960	0.092	3	64	3.296	0.010655
2012	"Medina"	47087	16049	0.6050518	26525	0	0	"Presidential"	0	0	1	52206	0.194	3	163	5.2206	0.047087
2010	"Kendall"	33410	12887	0.5281341	24401	0	0	"Midterm/Gubernatorial"	0	1	0	66655	0.355	2	130	6.6655	0.03341
2018	"Reagan"	3489	834	0.4520325	1845	0	0	"Midterm/Gubernatorial"	0	1	0	80173	0.11	2	192	8.0173	0.003489
2015	"Sterling"	1304	117	0.1399522	836	0	0	"Constitutional"	1	0	0	53456	0.223	1	216	5.3456	0.001304
2016	"Tyler"	22003	8089	0.5994516	13494	0	0	"Presidential"	0	0	1	45427	0.113	3	229	4.5427	0.022003
2014	"Archer"	9266	2700	0.4285714	6300	0	0	"Midterm/Gubernatorial"	0	1	0	58274	0.203	2	5	5.8274	0.009266
2014	"La Salle"	7609	868	0.2117073	4100	0	0	"Midterm/Gubernatorial"	0	1	0	35554	0.135	2	139	3.5554	0.007609
2014	"Freestone"	20183	4506	0.3941912	11431	0	0	"Midterm/Gubernatorial"	0	1	0	44072	0.121	2	81	4.4072	0.020183
2011	"San Saba"	6176	539	0.1465869	3677	0	0	"Constitutional"	1	0	0	38675	0.177	1	206	3.8675	0.006176
2012	"Hansford"	5636	1962	0.6516107	3011	0	0	"Presidential"	0	0	1	49626	0.211	3	98	4.9626	0.005636
2009	"Palo Pinto"	28071	1316	0.07831	16805	0	0	"Constitutional"	1	0	0	39300	0.14	1	182	3.93	0.028071
2014	"Nueces"	356960	58075	0.3051664	190306	0	0	"Midterm/Gubernatorial"	0	1	0	49368	0.204	2	178	4.9368	0.35696
2018	"Dawson"	12684	3015	0.4186337	7202	0	0	"Midterm/Gubernatorial"	0	1	0	46068	0.13	2	58	4.6068	0.012684
2011	"Falls"	17899	356	0.038222	9314	0	0	"Constitutional"	1	0	0	31543	0.117	1	73	3.1543	0.017899
2017	"Burleson"	18229	505	0.0440356	11468	0	0	"Constitutional"	1	0	0	56235	0.148	1	26	5.6235	0.018229
2015	"Deaf Smith"	19678	500	0.1364256	3665	0	0	"Constitutional"	1	0	0	43373	0.148	1	60	4.3373	0.019678
2010	"Duval"	11782	3011	0.3342584	9008	0	0	"Midterm/Gubernatorial"	0	1	0	30493	0.085	2	66	3.0493	0.011782
2017	"Archer"	9110	340	0.0544261	6247	0	0	"Constitutional"	1	0	0	63705	0.236	1	5	6.3705	0.00911
2009	"Angelina"	86029	3670	0.0784674	46771	0	0	"Constitutional"	1	0	0	38862	0.158	1	3	3.8862	0.086029
2011	"Lee"	16680	527	0.0570902	9231	0	0	"Constitutional"	1	0	0	45754	0.137	1	144	4.5754	0.01668
2016	"Dawson"	13436	3563	0.4852901	7342	0	0	"Presidential"	0	0	1	42354	0.126	3	58	4.2354	0.013436
2013	"Deaf Smith"	19337	262	0.0771269	3397	0	0	"Constitutional"	1	0	0	41444	0.156	1	60	4.1444	0.019337
2011	"Comanche"	13983	466	0.0527746	8830	0	0	"Constitutional"	1	0	0	36326	0.185	1	47	3.6326	0.013983
2011	"Hemphill"	3865	150	0.0692841	2165	0	0	"Constitutional"	1	0	0	54360	0.179	1	106	5.436	0.003865
2010	"Hardin"	54635	14506	0.424363	34183	0	0	"Midterm/Gubernatorial"	0	1	0	52755	0.154	2	100	5.2755	0.054635
2009	"Uvalde"	26223	1300	0.0814587	15959	0	0	"Constitutional"	1	0	0	32331	0.14	1	232	3.2331	0.026223
2009	"Wilson"	42181	2196	0.0839161	26169	0	0	"Constitutional"	1	0	0	59347	0.172	1	247	5.9347	0.042181
2013	"Nacogdoches"	65043	2543	0.0837422	30367	0	0	"Constitutional"	1	0	0	36777	0.243	1	174	3.6777	0.065043
2012	"Upshur"	40252	15233	0.5805038	26241	0	0	"Presidential"	0	0	1	45696	0.144	3	230	4.5696	0.040252
2015	"Glasscock"	1333	131	0.1742021	752	0	0	"Constitutional"	1	0	0	67303	0.246	1	87	6.7303	0.001333
2014	"Hartley"	6170	1114	0.3895105	2860	0	0	"Midterm/Gubernatorial"	0	1	0	65132	0.214	2	103	6.5132	0.00617
2010	"Kaufman"	103350	19963	0.3451298	57842	0	0	"Midterm/Gubernatorial"	0	1	0	58555	0.172	2	129	5.8555	0.10335
2010	"Stonewall"	1490	600	0.5509642	1089	0	0	"Midterm/Gubernatorial"	0	1	0	52222	0.224	2	217	5.2222	0.00149
2011	"Orange"	82033	3402	0.0715066	47576	0	0	"Constitutional"	1	0	0	48833	0.119	1	181	4.8833	0.082033
2013	"Knox"	3817	220	0.0960279	2291	0	0	"Constitutional"	1	0	0	34295	0.125	1	138	3.4295	0.003817
2010	"Hardeman"	4139	933	0.3401385	2743	0	0	"Midterm/Gubernatorial"	0	1	0	36295	0.147	2	99	3.6295	0.004139
2014	"Upton"	3388	670	0.3062157	2188	0	0	"Midterm/Gubernatorial"	0	1	0	50982	0.11	2	231	5.0982	0.003388
2011	"Shackelford"	3383	122	0.0543672	2244	0	0	"Constitutional"	1	0	0	44647	0.227	1	209	4.4647	0.003383
2018	"San Patricio"	66113	18219	0.43625784	41762	0	0	"Midterm/Gubernatorial"	0	1	0	54070	0.14	2	205	5.407	0.066113
2018	"Titus"	33482	8005	0.47032902	17020	0	0	"Midterm/Gubernatorial"	0	1	0	52583	0.16	2	225	5.2583	0.033482
2016	"Val Verde"	47874	13945	0.5033024	27707	0	0	"Presidential"	0	0	1	44170	0.175	3	233	4.417	0.047874
2009	"Navarro"	47584	1877	0.0695056	27005	0	0	"Constitutional"	1	0	0	39555	0.147	1	175	3.9555	0.047584
2016	"Willacy"	22016	5144	0.4180414	12305	0	0	"Presidential"	0	0	1	28817	0.086	3	245	2.8817	0.022016
2014	"Llano"	19710	7135	0.4940451	14442	0	0	"Midterm/Gubernatorial"	0	1	0	45205	0.268	2	150	4.5205	0.01971
2014	"Frio"	18406	1855	0.1860022	9973	0	0	"Midterm/Gubernatorial"	0	1	0	35681	0.079	2	82	3.5681	0.018406
2014	"Childress"	7078	1100	0.3079507	3572	0	0	"Midterm/Gubernatorial"	0	1	0	48682	0.2	2	38	4.8682	0.007078
2010	"Jim Wells"	40838	6470	0.2515846	25717	0	0	"Midterm/Gubernatorial"	0	1	0	37020	0.106	2	125	3.702	0.040838
2016	"Atascosa"	49086	13857	0.5230635	26492	0	0	"Presidential"	0	0	1	53181	0.143	3	7	5.3181	0.049086
2016	"Lipscomb"	3453	1354	0.6614558	2047	0	0	"Presidential"	0	0	1	60163	0.177	3	148	6.0163	0.003453
2018	"Gillespie"	27601	12543	0.6500985	19294	0	0	"Midterm/Gubernatorial"	0	1	0	56786	0.33	2	86	5.6786	0.027601
2011	"San Jacinto"	26785	820	0.0535004	15327	0	0	"Constitutional"	1	0	0	48750	0.122	1	204	4.875	0.026785
2012	"Coke"	3373	1411	0.6113518	2308	0	0	"Presidential"	0	0	1	40844	0.161	3	41	4.0844	0.003373
2009	"Jones"	20093	1507	0.1520533	9911	0	0	"Constitutional"	1	0	0	40947	0.102	1	127	4.0947	0.020093
2013	"San Patricio"	65714	1957	0.0502104	38976	0	0	"Constitutional"	1	0	0	50657	0.147	1	205	5.0657	0.065714
2015	"Jones"	19938	1630	0.1677472	9717	0	0	"Constitutional"	1	0	0	43897	0.097	1	127	4.3897	0.019938
2017	"Hardin"	58771	441	0.0116276	37927	0	0	"Constitutional"	1	0	0	58276	0.168	1	100	5.8276	0.058771
2010	"Yoakum"	7879	1682	0.4110459	4092	0	0	"Midterm/Gubernatorial"	0	1	0	49146	0.15	2	251	4.9146	0.007879
2012	"Brown"	38762	13947	0.6373149	21884	0	0	"Presidential"	0	0	1	40821	0.16	3	25	4.0821	0.038762
2017	"McMullen"	871	33	0.0470085	702	0	0	"Constitutional"	1	0	0	71806	0.207	1	162	7.1806	8.71E-4
2016	"Jeff Davis"	2296	1216	0.7351874	1654	0	0	"Presidential"	0	0	1	50174	0.384	3	122	5.0174	0.002296
2014	"Irion"	1711	440	0.3351104	1313	0	0	"Midterm/Gubernatorial"	0	1	0	54886	0.131	2	118	5.4886	0.001711
2015	"Ward"	11251	516	0.0829715	6219	0	0	"Constitutional"	1	0	0	51345	0.114	1	238	5.1345	0.011251
2011	"Glasscock"	1242	113	0.1529093	739	0	0	"Constitutional"	1	0	0	72188	0.2	1	87	7.2188	0.001242
2010	"Titus"	32334	6327	0.3907485	16192	0	0	"Midterm/Gubernatorial"	0	1	0	39423	0.137	2	225	3.9423	0.032334
2016	"Reagan"	3685	933	0.4928685	1893	0	0	"Presidential"	0	0	1	59257	0.115	3	192	5.9257	0.003685
2017	"Orange"	85369	1632	0.0307235	53119	0	0	"Constitutional"	1	0	0	56358	0.157	1	181	5.6358	0.085369
2014	"Dimmit"	10953	1972	0.2702851	7296	0	0	"Midterm/Gubernatorial"	0	1	0	38140	0.104	2	64	3.814	0.010953
2010	"Collingsworth"	3057	841	0.426687	1971	0	0	"Midterm/Gubernatorial"	0	1	0	39712	0.183	2	44	3.9712	0.003057
2012	"Hartley"	6166	1923	0.6917266	2780	0	0	"Presidential"	0	0	1	63407	0.198	3	103	6.3407	0.006166
2011	"Fannin"	34237	2089	0.1120287	18647	0	0	"Constitutional"	1	0	0	44136	0.146	1	74	4.4136	0.034237
2018	"Burleson"	18287	6551	0.55601764	11782	0	0	"Midterm/Gubernatorial"	0	1	0	55985	0.15	2	26	5.5985	0.018287
2014	"Morris"	13126	3166	0.3710301	8533	0	0	"Midterm/Gubernatorial"	0	1	0	39387	0.128	2	172	3.9387	0.013126
2014	"Wheeler"	5828	1354	0.3895282	3476	0	0	"Midterm/Gubernatorial"	0	1	0	54382	0.169	2	242	5.4382	0.005828
2009	"Hunt"	85261	4507	0.095225	47330	0	0	"Constitutional"	1	0	0	42894	0.165	1	116	4.2894	0.085261
2012	"Reagan"	3568	865	0.4968409	1741	0	0	"Presidential"	0	0	1	55968	0.081	3	192	5.5968	0.003568
2015	"Jack"	9236	614	0.1287752	4768	0	0	"Constitutional"	1	0	0	50324	0.111	1	119	5.0324	0.009236
2009	"Moore"	21575	736	0.0773109	9520	0	0	"Constitutional"	1	0	0	41862	0.117	1	171	4.1862	0.021575
2017	"Runnels"	10357	757	0.1146622	6602	0	0	"Constitutional"	1	0	0	41905	0.191	1	200	4.1905	0.010357
2013	"Concho"	4055	242	0.1481935	1633	0	0	"Constitutional"	1	0	0	51411	0.108	1	48	5.1411	0.004055
2018	"McCulloch"	8060	2671	0.50944114	5243	0	0	"Midterm/Gubernatorial"	0	1	0	45651	0.2	2	160	4.5651	0.00806
2012	"Carson"	6325	2775	0.661029	4198	0	0	"Presidential"	0	0	1	60813	0.224	3	33	6.0813	0.006325
2014	"Cottle"	1436	367	0.3366973	1090	0	0	"Midterm/Gubernatorial"	0	1	0	34833	0.152	2	51	3.4833	0.001436
2012	"Hutchinson"	22268	7928	0.5841438	13572	0	0	"Presidential"	0	0	1	46677	0.145	3	117	4.6677	0.022268
2015	"Wood"	43793	3529	0.1293385	27285	0	0	"Constitutional"	1	0	0	45686	0.17	1	250	4.5686	0.043793
2012	"Edwards"	2024	885	0.5717054	1548	0	0	"Presidential"	0	0	1	41613	0.233	3	69	4.1613	0.002024
2010	"Harrison"	65631	17358	0.415462	41780	0	0	"Midterm/Gubernatorial"	0	1	0	44425	0.162	2	102	4.4425	0.065631
2015	"Marion"	10350	504	0.0734908	6858	0	0	"Constitutional"	1	0	0	34175	0.143	1	155	3.4175	0.01035
2016	"Newton"	13969	5604	0.586622	9553	0	0	"Presidential"	0	0	1	36829	0.075	3	176	3.6829	0.013969
2012	"Denton"	704530	245284	0.6620726	370479	0	0	"Presidential"	0	0	1	72939	0.403	3	62	7.2939	0.70453
2014	"San Patricio"	65884	11799	0.2949603	40002	0	0	"Midterm/Gubernatorial"	0	1	0	51760	0.148	2	205	5.176	0.065884
2011	"Angelina"	88214	1740	0.0370268	46993	0	0	"Constitutional"	1	0	0	39325	0.156	1	3	3.9325	0.088214
2013	"Irion"	1724	128	0.1	1280	0	0	"Constitutional"	1	0	0	50357	0.13	1	118	5.0357	0.001724
2010	"Houston"	23732	6111	0.4527673	13497	0	0	"Midterm/Gubernatorial"	0	1	0	31929	0.134	2	113	3.1929	0.023732
2010	"Borden"	641	338	0.7379913	458	0	0	"Midterm/Gubernatorial"	0	1	0	58409	0.191	2	17	5.8409	6.41E-4
2013	"Cooke"	39389	3739	0.1614212	23163	0	0	"Constitutional"	1	0	0	50067	0.195	1	49	5.0067	0.039389
2015	"Terry"	12437	626	0.0905017	6917	0	0	"Constitutional"	1	0	0	37475	0.126	1	223	3.7475	0.012437
2015	"Lipscomb"	3555	302	0.1540031	1961	0	0	"Constitutional"	1	0	0	63125	0.186	1	148	6.3125	0.003555
2016	"Bee"	32910	8486	0.5400624	15713	0	0	"Presidential"	0	0	1	44005	0.089	3	13	4.4005	0.03291
2010	"Hockley"	22935	4251	0.3131953	13573	0	0	"Midterm/Gubernatorial"	0	1	0	46430	0.18	2	110	4.643	0.022935
2018	"Walker"	72661	17853	0.53416914	33422	0	0	"Midterm/Gubernatorial"	0	1	0	45589	0.21	2	236	4.5589	0.072661
2017	"Goliad"	7718	156	0.0285244	5469	0	0	"Constitutional"	1	0	0	66604	0.176	1	88	6.6604	0.007718
2010	"Gonzales"	19807	5279	0.4173123	12650	0	0	"Midterm/Gubernatorial"	0	1	0	37094	0.139	2	89	3.7094	0.019807
2013	"Zavala"	12113	121	0.0140274	8626	0	0	"Constitutional"	1	0	0	25625	0.094	1	254	2.5625	0.012113
2009	"Floyd"	6508	368	0.0833145	4417	0	0	"Constitutional"	1	0	0	31588	0.144	1	77	3.1588	0.006508
2016	"Maverick"	56956	13588	0.4433134	30651	0	0	"Presidential"	0	0	1	37155	0.117	3	159	3.7155	0.056956
2015	"Hale"	35371	961	0.0513382	18719	0	0	"Constitutional"	1	0	0	43375	0.147	1	95	4.3375	0.035371
2014	"Matagorda"	36694	7032	0.3354162	20965	0	0	"Midterm/Gubernatorial"	0	1	0	40410	0.149	2	158	4.041	0.036694
2010	"Cherokee"	50845	11567	0.4210622	27471	0	0	"Midterm/Gubernatorial"	0	1	0	36966	0.118	2	37	3.6966	0.050845
2010	"Maverick"	54258	7173	0.2652737	27040	0	0	"Midterm/Gubernatorial"	0	1	0	28813	0.137	2	159	2.8813	0.054258
2018	"Hays"	216838	79746	0.593335	134403	0	0	"Midterm/Gubernatorial"	0	1	0	66769	0.37	2	105	6.6769	0.216838
2009	"Ward"	10734	495	0.0802139	6171	0	0	"Constitutional"	1	0	0	40514	0.088	1	238	4.0514	0.010734
2015	"Andrews"	17920	601	0.0716927	8383	0	0	"Constitutional"	1	0	0	70423	0.117	1	2	7.0423	0.01792
2011	"San Augustine"	8909	210	0.0357812	5869	0	0	"Constitutional"	1	0	0	26841	0.122	1	203	2.6841	0.008909
2009	"Willacy"	21862	728	0.0659958	11031	0	0	"Constitutional"	1	0	0	22747	0.095	1	245	2.2747	0.021862
2010	"De Witt"	20097	4564	0.3851802	11849	0	0	"Midterm/Gubernatorial"	0	1	0	40668	0.121	2	59	4.0668	0.020097
2011	"Culberson"	2393	252	0.148	1700	0	0	"Constitutional"	1	0	0	37500	0.18	1	55	3.75	0.002393
2015	"Shelby"	25272	1290	0.0884956	14577	0	0	"Constitutional"	1	0	0	37756	0.148	1	210	3.7756	0.025272
2009	"Callahan"	13548	1074	0.1205387	8910	0	0	"Constitutional"	1	0	0	44470	0.161	1	30	4.447	0.013548
2009	"Sabine"	10721	934	0.1255714	7438	0	0	"Constitutional"	1	0	0	32139	0.111	1	202	3.2139	0.010721
2013	"Foard"	1284	67	0.0623836	1074	0	0	"Constitutional"	1	0	0	33750	0.218	1	78	3.375	0.001284
2010	"Ochiltree"	10223	1898	0.378163	5019	0	0	"Midterm/Gubernatorial"	0	1	0	49309	0.179	2	179	4.9309	0.010223
2016	"Houston"	23370	8353	0.6351608	13151	0	0	"Presidential"	0	0	1	32434	0.145	3	113	3.2434	0.02337
2016	"Brooks"	7175	2660	0.4139434	6426	0	0	"Presidential"	0	0	1	24913	0.146	3	24	2.4913	0.007175
2014	"Montgomery"	518689	104994	0.3726217	281771	0	0	"Midterm/Gubernatorial"	0	1	0	68840	0.317	2	170	6.884	0.518689
2014	"Houston"	23335	4670	0.3608964	12940	0	0	"Midterm/Gubernatorial"	0	1	0	32855	0.139	2	113	3.2855	0.023335
2011	"Oldham"	2079	146	0.1081482	1350	0	0	"Constitutional"	1	0	0	57054	0.288	1	180	5.7054	0.002079
2009	"Gillespie"	24608	3258	0.188291	17303	0	0	"Constitutional"	1	0	0	52403	0.256	1	86	5.2403	0.024608
2015	"De Witt"	21127	947	0.1148157	8248	0	0	"Constitutional"	1	0	0	49736	0.145	1	59	4.9736	0.021127
2012	"Nolan"	15327	4575	0.548627	8339	0	0	"Presidential"	0	0	1	37671	0.137	3	177	3.7671	0.015327
2016	"McCulloch"	8244	3165	0.598978	5284	0	0	"Presidential"	0	0	1	40784	0.161	3	160	4.0784	0.008244
2011	"Carson"	6281	338	0.0806105	4193	0	0	"Constitutional"	1	0	0	60028	0.235	1	33	6.0028	0.006281
2010	"Wheeler"	5410	1548	0.4372881	3540	0	0	"Midterm/Gubernatorial"	0	1	0	42909	0.151	2	242	4.2909	0.00541
2017	"Glasscock"	1239	57	0.076	750	0	0	"Constitutional"	1	0	0	84250	0.253	1	87	8.425	0.001239
2009	"El Paso"	786759	6275	0.0755223	83088	0	0	"Constitutional"	1	0	0	35249	0.188	1	70	3.5249	0.786759
2014	"Harrison"	68258	14801	0.3456401	42822	0	0	"Midterm/Gubernatorial"	0	1	0	46969	0.186	2	102	4.6969	0.068258
2010	"Deaf Smith"	19372	2519	0.2882481	8739	0	0	"Midterm/Gubernatorial"	0	1	0	41127	0.132	2	60	4.1127	0.019372
2014	"Crane"	4939	851	0.3372969	2523	0	0	"Midterm/Gubernatorial"	0	1	0	52451	0.118	2	52	5.2451	0.004939
2013	"Coleman"	8830	491	0.0833616	5890	0	0	"Constitutional"	1	0	0	31373	0.15	1	42	3.1373	0.00883
2013	"Jack"	9110	387	0.0815595	4745	0	0	"Constitutional"	1	0	0	49038	0.107	1	119	4.9038	0.00911
2018	"Jim Wells"	38508	9900	0.374461	26438	0	0	"Midterm/Gubernatorial"	0	1	0	39151	0.12	2	125	3.9151	0.038508
2011	"Dickens"	2441	142	0.1034232	1373	0	0	"Constitutional"	1	0	0	35333	0.146	1	63	3.5333	0.002441
2015	"Archer"	9136	656	0.1063209	6170	0	0	"Constitutional"	1	0	0	60275	0.206	1	5	6.0275	0.009136
2015	"Real"	3454	379	0.1590432	2383	0	0	"Constitutional"	1	0	0	36523	0.22	1	193	3.6523	0.003454
2013	"Dickens"	2345	148	0.1095485	1351	0	0	"Constitutional"	1	0	0	38401	0.135	1	63	3.8401	0.002345
2009	"San Saba"	6026	696	0.1924247	3617	0	0	"Constitutional"	1	0	0	35549	0.18	1	206	3.5549	0.006026
2013	"Upton"	3319	335	0.1568352	2136	0	0	"Constitutional"	1	0	0	51750	0.115	1	231	5.175	0.003319
2016	"Ochiltree"	10742	3028	0.5719683	5294	0	0	"Presidential"	0	0	1	50011	0.164	3	179	5.0011	0.010742
2010	"Blanco"	10497	3971	0.5730986	6929	0	0	"Midterm/Gubernatorial"	0	1	0	46128	0.254	2	16	4.6128	0.010497
2009	"Gonzales"	19628	1071	0.0874	12300	0	0	"Constitutional"	1	0	0	37103	0.147	1	89	3.7103	0.019628
2014	"Wilbarger"	12888	2751	0.346	7950	0	0	"Midterm/Gubernatorial"	0	1	0	41901	0.176	2	244	4.1901	0.012888
2013	"Lavaca"	19518	1656	0.1285415	12883	0	0	"Constitutional"	1	0	0	44149	0.163	1	143	4.4149	0.019518
2016	"Jim Wells"	39882	12555	0.473577	26511	0	0	"Presidential"	0	0	1	43321	0.107	3	125	4.3321	0.039882
2013	"Presidio"	7982	151	0.0295383	5112	0	0	"Constitutional"	1	0	0	29634	0.236	1	189	2.9634	0.007982
2009	"Midland"	136238	7265	0.102298	71018	0	0	"Constitutional"	1	0	0	52611	0.245	1	165	5.2611	0.136238
2014	"Kinney"	3606	1212	0.5281046	2295	0	0	"Midterm/Gubernatorial"	0	1	0	32473	0.132	2	136	3.2473	0.003606
2015	"Jeff Davis"	2238	320	0.1987578	1610	0	0	"Constitutional"	1	0	0	50165	0.366	1	122	5.0165	0.002238
2017	"Bastrop"	87673	5920	0.1318221	44909	0	0	"Constitutional"	1	0	0	61767	0.203	1	11	6.1767	0.087673
2009	"McCulloch"	8365	662	0.1307783	5062	0	0	"Constitutional"	1	0	0	36495	0.19	1	160	3.6495	0.008365
2011	"Jim Hogg"	5318	66	0.0178716	3693	0	0	"Constitutional"	1	0	0	36752	0.089	1	124	3.6752	0.005318
2017	"Leon"	17542	547	0.0500183	10936	0	0	"Constitutional"	1	0	0	46197	0.159	1	145	4.6197	0.017542
2013	"Cameron"	421288	5268	0.0292909	179851	0	0	"Constitutional"	1	0	0	33179	0.154	1	31	3.3179	0.421288
2011	"Nolan"	15303	418	0.049845	8386	0	0	"Constitutional"	1	0	0	37177	0.15	1	177	3.7177	0.015303
2009	"Denton"	649702	1039	0.0874947	11875	0	0	"Constitutional"	1	0	0	70002	0.374	1	62	7.0002	0.649702
2013	"Angelina"	89839	2154	0.0445373	48364	0	0	"Constitutional"	1	0	0	41354	0.15	1	3	4.1354	0.089839
2014	"Crockett"	3816	835	0.3293886	2535	0	0	"Midterm/Gubernatorial"	0	1	0	51594	0.111	2	53	5.1594	0.003816
2010	"Briscoe"	1637	485	0.4061977	1194	0	0	"Midterm/Gubernatorial"	0	1	0	34196	0.15	2	23	3.4196	0.001637
2012	"Pecos"	15597	4216	0.5570089	7569	0	0	"Presidential"	0	0	1	43529	0.114	3	186	4.3529	0.015597
2013	"Baylor"	3631	227	0.0906188	2505	0	0	"Constitutional"	1	0	0	33445	0.241	1	12	3.3445	0.003631
2013	"Howard"	36077	849	0.0516392	16441	0	0	"Constitutional"	1	0	0	45612	0.121	1	114	4.5612	0.036077
2011	"Dimmit"	10472	770	0.1134689	6786	0	0	"Constitutional"	1	0	0	26730	0.112	1	64	2.673	0.010472
2009	"Hudspeth"	3423	109	0.0705502	1545	0	0	"Constitutional"	1	0	0	28292	0.09	1	115	2.8292	0.003423
2018	"Fayette"	25446	10479	0.6302779	16626	0	0	"Midterm/Gubernatorial"	0	1	0	63778	0.19	2	75	6.3778	0.025446
2009	"Eastland"	18497	1076	0.1067778	10077	0	0	"Constitutional"	1	0	0	33149	0.149	1	67	3.3149	0.018497
2018	"Edwards"	1834	757	0.5224293	1449	0	0	"Midterm/Gubernatorial"	0	1	0	58083	0.17	2	69	5.8083	0.001834
2017	"Wilbarger"	12458	353	0.0445313	7927	0	0	"Constitutional"	1	0	0	47571	0.152	1	244	4.7571	0.012458
2015	"Gonzales"	20328	891	0.0753361	11827	0	0	"Constitutional"	1	0	0	42983	0.138	1	89	4.2983	0.020328
2014	"Hudspeth"	3346	480	0.2760207	1739	0	0	"Midterm/Gubernatorial"	0	1	0	23350	0.084	2	115	2.335	0.003346
2012	"Irion"	1698	790	0.6152648	1284	0	0	"Presidential"	0	0	1	48646	0.102	3	118	4.8646	0.001698
2018	"Andrews"	17647	4131	0.4314811	9574	0	0	"Midterm/Gubernatorial"	0	1	0	71508	0.09	2	2	7.1508	0.017647
2010	"Donley"	3677	1159	0.4675272	2479	0	0	"Midterm/Gubernatorial"	0	1	0	46130	0.166	2	65	4.613	0.003677
